iter	Passed	Remaining
1661	101164	20573
1662	101229	20513
1663	101293	20453
1664	101352	20392
1665	101416	20332
1666	101481	20271
1667	101539	20210
1668	101606	20150
1669	101670	20090
1670	101731	20029
1671	101792	19968
1672	101847	19906
1673	101909	19846
1674	101963	19784
1675	102024	19723
1676	102081	19661
1677	102137	19599
1678	102198	19538
1679	102260	19478
1680	102328	19418
1681	102392	19358
1682	102454	19297
1683	102518	19237
1684	102583	19177
1685	102647	19116
1686	102710	19056
1687	102775	18996
1688	102838	18935
1689	102897	18874
1690	102956	18813
1691	103016	18752
1692	103077	18691
1693	103136	18630
1694	103196	18569
1695	103249	18507
1696	103304	18445
1697	103364	18384
1698	103425	18323
1699	103483	18261
1700	103535	18199
1701	103589	18137
1702	103645	18075
1703	103693	18012
1704	103746	17950
1705	103804	17889
1706	103861	17827
1707	103913	17765
1708	103964	17702
1709	104022	17641
1710	104073	17578
1711	104129	17517
1712	104181	17454
1713	104241	17393
1714	104295	17331
1715	104350	17270
1716	104404	17208
1717	104468	17147
1718	104536	17088
1719	104598	17027
1720	104657	16966
1721	104712	16904
1722	104764	16842
1723	104814	16780
1724	104870	16718
1725	104928	16657
1726	104987	16596
1727	105043	16534
1728	105100	16473
1729	105158	16412
1730	105212	16350
1731	105272	16289
1732	105326	16227
1733	105384	16166
1734	105439	16104
1735	105498	16043
1736	105550	15981
1737	105613	15921
1738	105674	15860
1739	105726	15798
1740	105777	15736
1741	105829	15674
1742	105886	15612
1743	105942	15551
1744	106005	15490
1745	106063	15429
1746	106128	15369
1747	106191	15309
1748	106257	15249
1749	106313	15187
1750	106370	15126
1751	106425	15064
1752	106485	15003
1753	106542	14942
1754	106602	14881
1755	106669	14821
1756	106732	14761
1757	106790	14700
1758	106850	14639
1759	106904	14577
1760	106955	14515
1761	107015	14454
1762	107079	14394
1763	107134	14333
1764	107191	14271
1765	107247	14210
1766	107305	14149
1767	107363	14088
1768	107427	14028
1769	107488	13967
1770	107544	13906
1771	107606	13845
1772	107666	13784
1773	107720	13723
1774	107778	13662
1775	107833	13600
1776	107891	13539
1777	107953	13478
1778	108010	13417
1779	108072	13357
1780	108135	13296
1781	108195	13236
1782	108246	13174
1783	108298	13112
1784	108345	13049
1785	108403	12988
1786	108457	12927
1787	108517	12866
1788	108570	12805
1789	108628	12744
1790	108688	12683
1791	108757	12623
1792	108826	12563
1793	108886	12503
1794	108944	12442
1795	108990	12379
1796	109042	12318
1797	109100	12257
1798	109182	12198
1799	109246	12138
1800	109305	12077
1801	109360	12016
1802	109415	11954
1803	109482	11894
1804	109538	11833
1805	109601	11773
1806	109661	11712
1807	109721	11651
1808	109778	11590
1809	109842	11530
1810	109893	11468
1811	109956	11408
1812	110023	11348
1813	110085	11287
1814	110150	11227
1815	110221	11167
1816	110287	11107
1817	110349	11047
1818	110412	10986
1819	110467	10925
1820	110524	10864
1821	110581	10803
1822	110644	10742
1823	110710	10682
1824	110774	10622
1825	110828	10560
1826	110888	10500
1827	110948	10439
1828	111003	10378
1829	111059	10317
1830	111117	10256
1831	111172	10194
1832	111230	10133
1833	111287	10072
1834	111341	10011
1835	111399	9950
1836	111461	9890
1837	111523	9829
1838	111581	9768
1839	111639	9707
1840	111698	9646
1841	111763	9586
1842	111824	9525
1843	111882	9465
1844	111946	9404
1845	112007	9344
1846	112077	9284
1847	112142	9223
1848	112194	9162
1849	112248	9101
1850	112314	9040
1851	112388	8981
1852	112446	8920
1853	112502	8859
1854	112556	8798
1855	112632	8738
1856	112705	8679
1857	112768	8618
1858	112834	8558
1859	112901	8497
1860	112962	8437
1861	113020	8376
1862	113086	8316
1863	113147	8255
1864	113205	8194
1865	113266	8133
1866	113327	8073
1867	113396	8013
1868	113461	7952
1869	113521	7891
1870	113586	7831
1871	113641	7770
1872	113700	7709
1873	113768	7649
1874	113832	7588
1875	113908	7529
1876	113977	7468
1877	114045	7408
1878	114117	7348
1879	114185	7288
1880	114237	7227
1881	114305	7166
1882	114366	7106
1883	114424	7045
1884	114484	6984
1885	114541	6923
1886	114603	6862
1887	114662	6802
1888	114721	6741
1889	114784	6680
1890	114846	6619
1891	114907	6559
1892	114963	6498
1893	115027	6437
1894	115090	6377
1895	115144	6315
1896	115208	6255
1897	115270	6194
1898	115329	6133
1899	115385	6072
1900	115441	6011
1901	115501	5951
1902	115554	5890
1903	115611	5829
1904	115677	5768
1905	115734	5707
1906	115785	5646
1907	115844	5585
1908	115900	5524
1909	115957	5463
1910	116019	5403
1911	116075	5342
1912	116133	5281
1913	116197	5220
1914	116267	5160
1915	116332	5100
1916	116390	5039
1917	116459	4978
1918	116526	4918
1919	116588	4857
1920	116644	4796
1921	116709	4736
1922	116778	4676
1923	116835	4615
1924	116893	4554
1925	116949	4493
1926	117006	4432
1927	117067	4371
1928	117126	4311
1929	117187	4250
1930	117248	4189
1931	117301	4128
1932	117349	4067
1933	117414	4006
1934	117464	3945
1935	117525	3885
1936	117585	3824
1937	117650	3763
1938	117702	3702
1939	117766	3642
1940	117830	3581
1941	117897	3521
1942	117957	3460
1943	118015	3399
1944	118078	3338
1945	118138	3278
1946	118194	3217
1947	118255	3156
1948	118320	3096
1949	118385	3035
1950	118445	2974
1951	118504	2914
1952	118567	2853
1953	118631	2792
1954	118693	2732
1955	118764	2671
1956	118835	2611
1957	118889	2550
1958	118950	2489
1959	119013	2428
1960	119076	2368
1961	119142	2307
1962	119210	2246
1963	119269	2186
1964	119326	2125
1965	119387	2064
1966	119459	2004
1967	119518	1943
1968	119587	1882
1969	119657	1822
1970	119706	1761
1971	119773	1700
1972	119842	1640
1973	119906	1579
1974	119970	1518
1975	120023	1457
1976	120077	1396
1977	120137	1336
1978	120205	1275
1979	120274	1214
1980	120336	1154
1981	120387	1093
1982	120440	1032
1983	120486	971
1984	120535	910
1985	120587	850
1986	120644	789
1987	120698	728
1988	120753	667
1989	120802	607
1990	120857	546
1991	120905	485
1992	120959	424
1993	121020	364
1994	121072	303
1995	121135	242
1996	121182	182
1997	121227	121
1998	121285	60
1999	121335	0
